s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.5337257E+001, 3.3008898E+001,-6.0385226E+000,-2.5337888E+001,-4.1118789E-001,-3.5479257E-003, 0.0000000E+000, 0.0000000E+000, 1.1956164E+000, 1.2177517E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.5667774E+001, 3.3087830E+001,-6.1266115E+000,-2.7698478E+001,-4.2211368E-001,-3.5297716E-003, 0.0000000E+000, 0.0000000E+000,-1.1075922E+000,-1.1629033E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.6004246E+001, 3.3089749E+001,-6.0475076E+000,-3.3083350E+001,-4.1703332E-001,-3.5425830E-003, 0.0000000E+000, 0.0000000E+000,-6.5599469E+000,-6.4616853E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.6333397E+001, 3.2925521E+001,-6.0661879E+000,-2.5502442E+001,-4.2969097E-001,-3.5257446E-003, 0.0000000E+000, 0.0000000E+000, 8.5397563E-001, 9.2367409E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.6670448E+001, 3.3175675E+001,-6.0747971E+000,-2.3986425E+001,-4.0137245E-001,-3.5379282E-003, 0.0000000E+000, 0.0000000E+000, 2.7202860E+000, 2.7095425E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.7000122E+001, 3.2867075E+001,-6.0655476E+000,-2.5581921E+001,-4.2656086E-001,-3.5280598E-003, 0.0000000E+000, 0.0000000E+000, 6.8565811E-001, 7.8951751E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.7336918E+001, 3.3076940E+001,-6.0530736E+000,-1.9809243E+001,-4.2719314E-001,-3.5397672E-003, 0.0000000E+000, 0.0000000E+000, 6.9029897E+000, 6.7838905E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.7668839E+001, 3.2884899E+001,-6.0422847E+000,-3.5271251E+001,-4.4714351E-001,-3.5331134E-003, 0.0000000E+000, 0.0000000E+000,-8.9179815E+000,-8.8793130E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.8006554E+001, 3.2931978E+001,-6.0329378E+000,-2.2936580E+001,-4.5021454E-001,-3.5387224E-003, 0.0000000E+000, 0.0000000E+000, 3.3949237E+000, 3.5087070E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.8336594E+001, 3.2958022E+001,-6.0332893E+000,-2.4655285E+001,-4.3234374E-001,-3.5451433E-003, 0.0000000E+000, 0.0000000E+000, 1.9594718E+000, 1.8335593E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.8669941E+001, 3.3050740E+001,-6.0855881E+000,-3.2094939E+001,-4.2912164E-001,-3.5406361E-003, 0.0000000E+000, 0.0000000E+000,-5.6072865E+000,-5.5624494E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.9001926E+001, 3.3048182E+001,-6.0506830E+000,-2.7613691E+001,-4.2047304E-001,-3.5528447E-003, 0.0000000E+000, 0.0000000E+000,-1.0934114E+000,-1.0402182E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.9338764E+001, 3.3015691E+001,-6.0727317E+000,-2.8340419E+001,-4.3226203E-001,-3.5455107E-003, 0.0000000E+000, 0.0000000E+000,-1.7636422E+000,-1.8332665E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 3.9667191E+001, 3.3197180E+001,-6.0801481E+000,-2.5978222E+001,-4.3160927E-001,-3.5543742E-003, 0.0000000E+000, 0.0000000E+000, 5.8743088E-001, 7.0364694E-001, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
 4.0000000E+001, 3.2915359E+001,-6.0510855E+000,-2.9244601E+001,-4.3423472E-001,-3.5498430E-003, 0.0000000E+000, 0.0000000E+000,-2.8303944E+000,-2.8181122E+000, 0.0000000E+000, 6.6432263E-004, 0.0000000E+000
