s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.5334747E+001, 2.1619571E+001,-3.9085234E+000,-1.7627470E+001,-2.9098316E-001,-2.4134945E-003, 0.0000000E+000, 0.0000000E+000,-2.5341443E-001,-2.0981889E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.5667805E+001, 2.1627791E+001,-3.8878767E+000,-1.5450166E+001,-2.8436618E-001,-2.4045305E-003, 0.0000000E+000, 0.0000000E+000, 1.9495809E+000, 2.0029773E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.6003296E+001, 2.1749588E+001,-3.9542705E+000,-1.4293944E+001,-2.7969818E-001,-2.4112966E-003, 0.0000000E+000, 0.0000000E+000, 3.3049387E+000, 3.2192635E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.6334557E+001, 2.1815221E+001,-3.9787347E+000,-2.1571307E+001,-3.0415908E-001,-2.4063493E-003, 0.0000000E+000, 0.0000000E+000,-4.0595178E+000,-4.0413860E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.6674736E+001, 2.1720760E+001,-3.9556876E+000,-1.8683606E+001,-3.1405878E-001,-2.4079996E-003, 0.0000000E+000, 0.0000000E+000,-1.2529336E+000,-1.2350001E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.7006195E+001, 2.1623779E+001,-3.9163734E+000,-1.8022582E+001,-3.0099783E-001,-2.4120969E-003, 0.0000000E+000, 0.0000000E+000,-7.0207321E-001,-6.1858650E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.7337654E+001, 2.1650720E+001,-3.8915565E+000,-1.5133354E+001,-2.8175965E-001,-2.4100476E-003, 0.0000000E+000, 0.0000000E+000, 2.3468115E+000, 2.3416391E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.7672573E+001, 2.1767081E+001,-3.9522029E+000,-1.8077262E+001,-2.8229676E-001,-2.4132504E-003, 0.0000000E+000, 0.0000000E+000,-5.0581216E-001,-5.4709416E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.8003754E+001, 2.1845911E+001,-3.9996063E+000,-1.8809233E+001,-2.9378855E-001,-2.4089398E-003, 0.0000000E+000, 0.0000000E+000,-1.3186681E+000,-1.2591253E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.8335922E+001, 2.1698943E+001,-3.9575097E+000,-1.9925786E+001,-3.0180550E-001,-2.4111503E-003, 0.0000000E+000, 0.0000000E+000,-2.4793726E+000,-2.4885699E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.8672371E+001, 2.1642195E+001,-3.9208524E+000,-1.6237509E+001,-3.0166818E-001,-2.4161648E-003, 0.0000000E+000, 0.0000000E+000, 1.1343239E+000, 1.1797492E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.9001438E+001, 2.1627591E+001,-3.8900573E+000,-1.6685590E+001,-2.9183235E-001,-2.4057619E-003, 0.0000000E+000, 0.0000000E+000, 7.5407020E-001, 7.5770525E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.9340557E+001, 2.1779859E+001,-3.9569947E+000,-1.4070857E+001,-2.9299633E-001,-2.4084391E-003, 0.0000000E+000, 0.0000000E+000, 3.3793142E+000, 3.4566024E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 3.9668282E+001, 2.1770049E+001,-3.9780874E+000,-1.4992240E+001,-2.8989040E-001,-2.4032969E-003, 0.0000000E+000, 0.0000000E+000, 2.5343735E+000, 2.5074272E+000, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
 4.0000000E+001, 2.1734089E+001,-3.9597454E+000,-1.8148794E+001,-2.9693088E-001,-2.4082912E-003, 0.0000000E+000, 0.0000000E+000,-6.2304101E-001,-6.7378942E-001, 0.0000000E+000, 4.3684245E-004, 0.0000000E+000
