s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.5334320E+001, 4.5514624E+001,-8.4024627E+000,-3.9615669E+001,-5.2577906E-001,-4.6463887E-003, 0.0000000E+000, 0.0000000E+000,-3.0792877E+000,-3.0339339E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.5668388E+001, 4.4786621E+001,-8.2907180E+000,-3.1576827E+001,-5.3147508E-001,-4.6325757E-003, 0.0000000E+000, 0.0000000E+000, 4.4070892E+000, 4.3829686E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.6003281E+001, 4.5004422E+001,-8.3279509E+000,-3.8624302E+001,-5.2230488E-001,-4.6274027E-003, 0.0000000E+000, 0.0000000E+000,-2.4598382E+000,-2.4747635E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.6337261E+001, 4.4852690E+001,-8.2664781E+000,-4.1845681E+001,-5.6147575E-001,-4.6279396E-003, 0.0000000E+000, 0.0000000E+000,-5.8909303E+000,-5.8255734E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.6672783E+001, 4.5112734E+001,-8.3065621E+000,-3.1922364E+001,-5.3631489E-001,-4.6379190E-003, 0.0000000E+000, 0.0000000E+000, 4.3889366E+000, 4.3428545E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.7004513E+001, 4.4962724E+001,-8.3644819E+000,-3.4812634E+001,-5.4875259E-001,-4.6317198E-003, 0.0000000E+000, 0.0000000E+000, 1.1206317E+000, 1.2322241E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.7335270E+001, 4.4810941E+001,-8.2362086E+000,-3.8973505E+001,-5.1511785E-001,-4.6403687E-003, 0.0000000E+000, 0.0000000E+000,-2.8285949E+000,-2.9185303E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.7671505E+001, 4.5006777E+001,-8.3170114E+000,-3.6796875E+001,-5.6832873E-001,-4.6333266E-003, 0.0000000E+000, 0.0000000E+000,-7.8857445E-001,-6.8007178E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.8004646E+001, 4.5058150E+001,-8.3343345E+000,-3.6557815E+001,-5.4792103E-001,-4.6441148E-003, 0.0000000E+000, 0.0000000E+000,-4.7170830E-001,-3.8656484E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.8334991E+001, 4.4872205E+001,-8.2774196E+000,-3.7114224E+001,-5.5882863E-001,-4.6168774E-003, 0.0000000E+000, 0.0000000E+000,-1.0166494E+000,-1.0828839E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.8671532E+001, 4.5121149E+001,-8.3409266E+000,-3.6134876E+001,-5.5728854E-001,-4.6584725E-003, 0.0000000E+000, 0.0000000E+000, 2.0650483E-002, 8.3399097E-002, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.9000641E+001, 4.4451322E+001,-8.2643177E+000,-3.5165760E+001,-5.6408223E-001,-4.6330819E-003, 0.0000000E+000, 0.0000000E+000, 4.9210021E-001, 4.5252874E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.9337257E+001, 4.5346283E+001,-8.3927401E+000,-3.7124749E+001,-5.2506637E-001,-4.6530616E-003, 0.0000000E+000, 0.0000000E+000,-6.7984614E-001,-7.0092493E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 3.9671047E+001, 4.4754009E+001,-8.2735992E+000,-3.6897927E+001,-5.3025654E-001,-4.6472104E-003, 0.0000000E+000, 0.0000000E+000,-9.6533351E-001,-9.5242128E-001, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
 4.0000000E+001, 4.5058144E+001,-8.3238188E+000,-4.2650401E+001,-5.5473510E-001,-4.6533650E-003, 0.0000000E+000, 0.0000000E+000,-6.5617975E+000,-6.4754639E+000, 0.0000000E+000, 9.0388139E-004, 0.0000000E+000
