Time(s),Temperature(°C),(mg)
2980,439.800000,-8.50713
2981,440.000000,-8.50717
2982,440.100000,-8.50729
2983,440.300000,-8.50748
2984,440.500000,-8.50766
2985,440.600000,-8.50778
2986,440.800000,-8.50786
2987,441.000000,-8.50789
2988,441.100000,-8.50794
2989,441.300000,-8.50798
2990,441.500000,-8.50797
2991,441.600000,-8.5079
2992,441.800000,-8.5078
2993,442.000000,-8.50774
2994,442.100000,-8.50771
2995,442.300000,-8.50773
2996,442.500000,-8.50775
2997,442.600000,-8.50774
2998,442.800000,-8.50771
2999,443.000000,-8.50767
3000,443.100000,-8.50764
3001,443.300000,-8.50756
3002,443.500000,-8.50743
3003,443.600000,-8.50727
3004,443.800000,-8.50708
3005,444.000000,-8.50689
3006,444.100000,-8.50671
3007,444.300000,-8.50656
3008,444.500000,-8.50644
3009,444.600000,-8.50636
3010,444.800000,-8.50634
3011,445.000000,-8.50635
3012,445.100000,-8.50633
3013,445.300000,-8.50627
3014,445.500000,-8.50619
3015,445.600000,-8.50608
3016,445.800000,-8.50599
3017,446.000000,-8.50588
3018,446.100000,-8.50582
3019,446.300000,-8.50578
3020,446.400000,-8.50575
3021,446.600000,-8.50571
3022,446.800000,-8.50566
3023,446.900000,-8.50561
3024,447.100000,-8.50561
3025,447.300000,-8.50561
3026,447.400000,-8.5056
3027,447.600000,-8.50557
3028,447.800000,-8.50559
3029,447.900000,-8.50562
3030,448.100000,-8.50563
3031,448.300000,-8.50561
3032,448.400000,-8.50559
3033,448.600000,-8.5056
3034,448.800000,-8.50563
3035,448.900000,-8.50567
3036,449.100000,-8.50569
3037,449.300000,-8.50563
3038,449.400000,-8.50557
3039,449.600000,-8.50552
3040,449.800000,-8.50549
3041,449.900000,-8.50549
3042,450.100000,-8.50552
3043,450.300000,-8.50559
3044,450.400000,-8.50569
3045,450.600000,-8.50582
3046,450.700000,-8.50597
3047,450.900000,-8.50607
3048,451.100000,-8.50615
3049,451.200000,-8.50624
3050,451.400000,-8.50634
3051,451.600000,-8.50641
3052,451.800000,-8.50643
3053,451.900000,-8.50643
3054,452.100000,-8.50641
3055,452.300000,-8.50633
3056,452.400000,-8.50624
3057,452.600000,-8.5062
3058,452.800000,-8.50621
3059,452.900000,-8.50621
3060,453.100000,-8.50621
3061,453.300000,-8.50617
3062,453.400000,-8.5061
3063,453.600000,-8.50603
3064,453.800000,-8.506
3065,453.900000,-8.506
3066,454.100000,-8.50606
3067,454.300000,-8.50612
3068,454.400000,-8.50621
3069,454.600000,-8.50632
3070,454.800000,-8.50648
3071,454.900000,-8.50665
3072,455.100000,-8.50684
3073,455.300000,-8.50702
3074,455.500000,-8.50714
3075,455.600000,-8.50716
3076,455.800000,-8.50717
3077,455.900000,-8.50721
3078,456.100000,-8.50732
3079,456.300000,-8.50742
3080,456.400000,-8.50752
3081,456.600000,-8.50758
3082,456.800000,-8.50757
3083,456.900000,-8.50749
3084,457.100000,-8.50744
3085,457.300000,-8.50743
3086,457.500000,-8.50744
3087,457.600000,-8.50749
3088,457.800000,-8.50752
3089,458.000000,-8.50756
3090,458.100000,-8.50759
3091,458.300000,-8.50759
3092,458.500000,-8.50753
3093,458.600000,-8.50749
3094,458.800000,-8.50749
3095,459.000000,-8.50757
3096,459.100000,-8.50767
3097,459.300000,-8.50779
3098,459.500000,-8.50789
3099,459.600000,-8.50798
3100,459.800000,-8.50811
3101,460.000000,-8.50826
3102,460.100000,-8.50844
3103,460.300000,-8.5086
3104,460.500000,-8.5087
3105,460.600000,-8.50875
3106,460.800000,-8.5088
3107,461.000000,-8.50885
3108,461.100000,-8.50889
3109,461.300000,-8.50895
3110,461.500000,-8.509
3111,461.600000,-8.50902
3112,461.800000,-8.50902
3113,462.000000,-8.50902
3114,462.100000,-8.50898
3115,462.300000,-8.50895
3116,462.500000,-8.50891
3117,462.600000,-8.50885
3118,462.800000,-8.50878
3119,463.000000,-8.50873
3120,463.100000,-8.50867
3121,463.300000,-8.50862
3122,463.500000,-8.50859
3123,463.600000,-8.50865
3124,463.800000,-8.50881
3125,464.000000,-8.50904
3126,464.100000,-8.50923
3127,464.300000,-8.50937
3128,464.500000,-8.50946
3129,464.600000,-8.5095
3130,464.800000,-8.50951
3131,465.000000,-8.50955
3132,465.100000,-8.50964
3133,465.300000,-8.50971
3134,465.500000,-8.50974
3135,465.600000,-8.50976
3136,465.800000,-8.50979
3137,466.000000,-8.50978
3138,466.100000,-8.50967
3139,466.300000,-8.50956
3140,466.500000,-8.50948
3141,466.600000,-8.50942
3142,466.800000,-8.50939
3143,467.000000,-8.50937
3144,467.100000,-8.50936
3145,467.300000,-8.50936
3146,467.500000,-8.5094
3147,467.700000,-8.50941
3148,467.800000,-8.50939
3149,468.000000,-8.50933
3150,468.200000,-8.50927
3151,468.300000,-8.50923
3152,468.500000,-8.50919
3153,468.600000,-8.50915
3154,468.800000,-8.50912
3155,469.000000,-8.50912
3156,469.100000,-8.50915
3157,469.300000,-8.5092
3158,469.500000,-8.50927
3159,469.600000,-8.50931
3160,469.800000,-8.50932
3161,470.000000,-8.50928
3162,470.200000,-8.50924
3163,470.300000,-8.5092
3164,470.500000,-8.50917
3165,470.700000,-8.50914
3166,470.800000,-8.50911
3167,471.000000,-8.50908
3168,471.100000,-8.50907
3169,471.300000,-8.50908
3170,471.500000,-8.50911
3171,471.700000,-8.50911
3172,471.800000,-8.50915
3173,472.000000,-8.50921
3174,472.200000,-8.50926
3175,472.300000,-8.50924
3176,472.500000,-8.50918
3177,472.700000,-8.50915
3178,472.800000,-8.50916
3179,473.000000,-8.50919
3180,473.100000,-8.50925
3181,473.300000,-8.50931
3182,473.500000,-8.50941
3183,473.600000,-8.50955
3184,473.800000,-8.50972
3185,474.000000,-8.50989
3186,474.100000,-8.51003
3187,474.300000,-8.51013
3188,474.500000,-8.51023
3189,474.600000,-8.5103
3190,474.800000,-8.51037
3191,475.000000,-8.51041
3192,475.100000,-8.5104
3193,475.300000,-8.51038
3194,475.500000,-8.51038
3195,475.600000,-8.51038
3196,475.800000,-8.5104
3197,475.900000,-8.51043
3198,476.100000,-8.51047
3199,476.300000,-8.51049
3200,476.400000,-8.51051
3201,476.600000,-8.51056
3202,476.800000,-8.5106
3203,476.900000,-8.51058
3204,477.100000,-8.51052
3205,477.300000,-8.51043
3206,477.500000,-8.51037
3207,477.600000,-8.51031
3208,477.800000,-8.51026
3209,477.900000,-8.51021
3210,478.100000,-8.51015
3211,478.300000,-8.51013
3212,478.400000,-8.51015
3213,478.600000,-8.51018
3214,478.800000,-8.51019
3215,478.900000,-8.5101
3216,479.100000,-8.50984
3217,479.300000,-8.50942
3218,479.500000,-8.50889
3219,479.600000,-8.50831
3220,479.800000,-8.50773
3221,480.000000,-8.50718
3222,480.100000,-8.50668
3223,480.300000,-8.50627
3224,480.500000,-8.50599
3225,480.600000,-8.50579
3226,480.800000,-8.50568
3227,480.900000,-8.50558
3228,481.100000,-8.50545
3229,481.300000,-8.50528
3230,481.400000,-8.50512
3231,481.600000,-8.50501
3232,481.800000,-8.50498
3233,482.000000,-8.50494
3234,482.100000,-8.50487
3235,482.300000,-8.50478
3236,482.400000,-8.5047
3237,482.600000,-8.50466
3238,482.800000,-8.50468
3239,482.900000,-8.50477
3240,483.100000,-8.50493
3241,483.300000,-8.50505
3242,483.400000,-8.50514
3243,483.600000,-8.50518
3244,483.800000,-8.50522
3245,483.900000,-8.50527
3246,484.100000,-8.50537
3247,484.300000,-8.50549
3248,484.400000,-8.50566
3249,484.600000,-8.50579
3250,484.700000,-8.50584
3251,484.900000,-8.50577
3252,485.100000,-8.5056
3253,485.200000,-8.50543
3254,485.400000,-8.50525
3255,485.600000,-8.5051
3256,485.700000,-8.50497
3257,485.900000,-8.50484
3258,486.100000,-8.50472
3259,486.200000,-8.5046
3260,486.400000,-8.5045
3261,486.600000,-8.50443
3262,486.700000,-8.50442
3263,486.900000,-8.50444
3264,487.100000,-8.50449
3265,487.200000,-8.50459
3266,487.400000,-8.50474
3267,487.600000,-8.5049
3268,487.700000,-8.50506
3269,487.900000,-8.50519
3270,488.100000,-8.50531
3271,488.200000,-8.50544
3272,488.400000,-8.50558
3273,488.600000,-8.50573
3274,488.700000,-8.50583
3275,488.900000,-8.50588
3276,489.100000,-8.50596
3277,489.200000,-8.50606
3278,489.400000,-8.50621
3279,489.600000,-8.50633
3280,489.700000,-8.50643
3281,489.900000,-8.50653
3282,490.100000,-8.50664
3283,490.200000,-8.50669
3284,490.400000,-8.50675
3285,490.600000,-8.50679
3286,490.700000,-8.50681
3287,490.900000,-8.50679
3288,491.100000,-8.50678
3289,491.200000,-8.50685
3290,491.400000,-8.50699
3291,491.600000,-8.50718
3292,491.800000,-8.50747
3293,491.900000,-8.50791
3294,492.100000,-8.50842
3295,492.300000,-8.50901
3296,492.400000,-8.50961
3297,492.600000,-8.5102
3298,492.800000,-8.51075
3299,492.900000,-8.51124
3300,493.100000,-8.51167
3301,493.300000,-8.51207
3302,493.400000,-8.51245
3303,493.600000,-8.51278
3304,493.800000,-8.51304
3305,493.900000,-8.51319
3306,494.100000,-8.51329
3307,494.300000,-8.51333
3308,494.400000,-8.51335
3309,494.600000,-8.51338
3310,494.800000,-8.5134
3311,494.900000,-8.51335
3312,495.100000,-8.51324
3313,495.300000,-8.51314
3314,495.400000,-8.51312
3315,495.600000,-8.51316
3316,495.800000,-8.51325
3317,495.900000,-8.51332
3318,496.100000,-8.5133
3319,496.300000,-8.51321
3320,496.400000,-8.51311
3321,496.600000,-8.51303
3322,496.800000,-8.51299
3323,496.900000,-8.51297
3324,497.100000,-8.51296
3325,497.300000,-8.51295
3326,497.400000,-8.51297
3327,497.600000,-8.51305
3328,497.800000,-8.51319
3329,497.900000,-8.51336
3330,498.100000,-8.51355
3331,498.300000,-8.51374
3332,498.400000,-8.51396
3333,498.600000,-8.51419
3334,498.800000,-8.51443
3335,498.900000,-8.51464
3336,499.100000,-8.51478
3337,499.300000,-8.51485
3338,499.400000,-8.51488
3339,499.600000,-8.51492
3340,499.800000,-8.51499
3341,499.900000,-8.51502
3342,500.100000,-8.515
3343,500.300000,-8.51495
3344,500.500000,-8.51494
3345,500.600000,-8.51499
3346,500.800000,-8.51503
3347,501.000000,-8.51509
3348,501.100000,-8.51516
3349,501.300000,-8.51527
